store_id,item_id,category,product_name,date,qty_sold,price,on_promo,discount_pct,holiday_flag,festival_flag,unit_cost,supplier_lead_time_days,ordering_cost,holding_cost_rate
S001,P001,Grocery,Rice 5kg,2022-04-18,196,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-04-25,214,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-05-02,219,239.28571428571428,1,0.04285714285714286,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-05-09,223,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-05-16,225,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-05-23,231,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-05-30,244,244.64285714285714,1,0.02142857142857143,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-06-06,275,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-06-13,252,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-06-20,240,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-06-27,227,244.64285714285714,1,0.02142857142857143,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-07-04,250,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-07-11,269,241.07142857142858,1,0.03571428571428571,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-07-18,259,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-07-25,244,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-08-01,233,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-08-08,214,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-08-15,214,246.42857142857142,1,0.014285714285714287,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-08-22,227,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-08-29,209,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-09-05,216,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-09-12,189,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-09-19,197,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-09-26,234,250.0,0,0.0,1,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-10-03,302,250.0,0,0.0,1,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-10-10,213,246.42857142857142,1,0.014285714285714287,0,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-10-17,267,250.0,0,0.0,0,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-10-24,263,244.64285714285714,1,0.021428571428571432,1,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-10-31,199,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-11-07,164,244.64285714285714,1,0.02142857142857143,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-11-14,183,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-11-21,159,244.64285714285714,1,0.021428571428571432,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-11-28,140,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-12-05,158,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-12-12,165,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-12-19,132,250.0,0,0.0,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2022-12-26,157,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-01-02,153,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-01-09,160,244.64285714285714,1,0.02142857142857143,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-01-16,176,244.64285714285714,1,0.021428571428571432,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-01-23,164,244.64285714285714,1,0.02142857142857143,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-01-30,183,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-02-06,149,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-02-13,200,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-02-20,176,244.64285714285714,1,0.02142857142857143,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-02-27,163,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-03-06,224,237.5,1,0.049999999999999996,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-03-13,205,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-03-20,214,235.71428571428572,1,0.05714285714285715,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-03-27,210,250.0,0,0.0,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-04-03,220,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-04-10,222,250.0,0,0.0,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-04-17,222,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-04-24,231,244.64285714285714,1,0.021428571428571432,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-05-01,243,244.64285714285714,1,0.021428571428571432,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-05-08,246,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-05-15,257,239.28571428571428,1,0.04285714285714286,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-05-22,284,237.5,1,0.05,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-05-29,280,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-06-05,257,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-06-12,260,232.14285714285714,1,0.07142857142857142,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-06-19,243,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-06-26,310,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-07-03,302,233.92857142857142,1,0.0642857142857143,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-07-10,267,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-07-17,257,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-07-24,298,237.5,1,0.049999999999999996,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-07-31,259,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-08-07,297,246.42857142857142,1,0.014285714285714287,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-08-14,270,248.21428571428572,1,0.0071428571428571435,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-08-21,251,239.28571428571428,1,0.04285714285714286,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-08-28,252,242.85714285714286,1,0.028571428571428574,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-09-04,226,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-09-11,228,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-09-18,258,241.07142857142858,1,0.03571428571428571,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-09-25,207,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-10-02,236,250.0,0,0.0,1,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-10-09,234,237.5,1,0.049999999999999996,0,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-10-16,319,250.0,0,0.0,0,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-10-23,261,242.85714285714286,1,0.028571428571428574,1,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-10-30,184,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-11-06,255,246.42857142857142,1,0.014285714285714287,1,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-11-13,197,250.0,0,0.0,0,1,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-11-20,184,244.64285714285714,1,0.021428571428571432,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-11-27,188,239.28571428571428,1,0.04285714285714286,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-12-04,186,250.0,0,0.0,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-12-11,180,248.21428571428572,1,0.0071428571428571435,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-12-18,187,235.71428571428572,1,0.05714285714285715,0,0,180,7,500,0.2
S001,P001,Grocery,Rice 5kg,2023-12-25,152,242.85714285714286,1,0.028571428571428574,1,0,180,7,500,0.2
S001,P002,Dairy,Milk 1L,2021-12-27,108,57.0,1,0.05,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-01-03,280,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-01-10,272,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-01-17,286,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-01-24,311,59.57142857142857,1,0.0071428571428571435,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-01-31,301,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-02-07,275,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-02-14,312,57.0,1,0.049999999999999996,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-02-21,325,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-02-28,323,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-03-07,363,58.714285714285715,1,0.021428571428571432,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-03-14,381,59.57142857142857,1,0.0071428571428571435,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-03-21,384,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-03-28,400,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-04-04,422,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-04-11,442,60.0,0,0.0,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-04-18,434,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-04-25,452,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-05-02,451,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-05-09,471,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-05-16,442,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-05-23,461,57.42857142857143,1,0.042857142857142864,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-05-30,440,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-06-06,503,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-06-13,476,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-06-20,511,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-06-27,507,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-07-04,496,58.714285714285715,1,0.021428571428571432,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-07-11,500,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-07-18,485,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-07-25,488,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-08-01,497,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-08-08,477,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-08-15,496,60.0,0,0.0,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-08-22,492,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-08-29,408,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-09-05,449,57.0,1,0.049999999999999996,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-09-12,415,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-09-19,402,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-09-26,460,59.142857142857146,1,0.014285714285714287,1,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-10-03,662,60.0,0,0.0,1,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-10-10,413,58.285714285714285,1,0.028571428571428574,0,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-10-17,465,58.714285714285715,1,0.02142857142857143,0,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-10-24,511,58.285714285714285,1,0.028571428571428574,1,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-10-31,352,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-11-07,338,59.57142857142857,1,0.0071428571428571435,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-11-14,365,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-11-21,354,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-11-28,295,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-12-05,324,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-12-12,304,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-12-19,331,58.285714285714285,1,0.028571428571428574,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2022-12-26,281,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-01-02,307,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-01-09,326,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-01-16,290,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-01-23,328,60.0,0,0.0,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-01-30,311,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-02-06,355,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-02-13,384,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-02-20,408,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-02-27,400,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-03-06,368,58.285714285714285,1,0.028571428571428574,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-03-13,389,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-03-20,415,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-03-27,451,60.0,0,0.0,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-04-03,442,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-04-10,461,60.0,0,0.0,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-04-17,442,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-04-24,496,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-05-01,549,57.0,1,0.049999999999999996,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-05-08,486,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-05-15,504,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-05-22,551,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-05-29,505,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-06-05,536,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-06-12,538,58.714285714285715,1,0.021428571428571432,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-06-19,556,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-06-26,603,57.42857142857143,1,0.042857142857142864,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-07-03,551,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-07-10,568,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-07-17,573,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-07-24,550,58.714285714285715,1,0.021428571428571432,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-07-31,529,58.285714285714285,1,0.028571428571428574,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-08-07,522,58.714285714285715,1,0.021428571428571432,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-08-14,525,58.714285714285715,1,0.02142857142857143,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-08-21,524,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-08-28,482,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-09-04,526,59.57142857142857,1,0.0071428571428571435,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-09-11,441,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-09-18,491,58.714285714285715,1,0.02142857142857143,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-09-25,409,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-10-02,433,58.285714285714285,1,0.028571428571428574,1,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-10-09,449,59.142857142857146,1,0.014285714285714287,0,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-10-16,669,58.285714285714285,1,0.028571428571428574,0,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-10-23,480,60.0,0,0.0,1,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-10-30,378,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-11-06,549,59.57142857142857,1,0.0071428571428571435,1,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-11-13,428,59.57142857142857,1,0.0071428571428571435,0,1,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-11-20,359,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-11-27,366,60.0,0,0.0,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-12-04,368,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-12-11,374,59.142857142857146,1,0.014285714285714287,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-12-18,343,57.857142857142854,1,0.03571428571428571,0,0,45,2,500,0.2
S001,P002,Dairy,Milk 1L,2023-12-25,347,59.57142857142857,1,0.0071428571428571435,1,0,45,2,500,0.2
S001,P003,Personal,Shampoo 200ml,2021-12-27,29,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-01-03,90,178.71428571428572,1,0.0071428571428571435,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-01-10,81,178.71428571428572,1,0.0071428571428571435,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-01-17,96,176.14285714285714,1,0.021428571428571432,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-01-24,86,176.14285714285714,1,0.02142857142857143,1,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-01-31,113,177.42857142857142,1,0.014285714285714287,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-02-07,90,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-02-14,85,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-02-21,89,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-02-28,101,176.14285714285714,1,0.02142857142857143,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-03-07,114,174.85714285714286,1,0.02857142857142857,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-03-14,106,180.0,0,0.0,1,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-03-21,116,177.42857142857142,1,0.014285714285714287,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-03-28,111,178.71428571428572,1,0.0071428571428571435,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-04-04,118,176.14285714285714,1,0.02142857142857143,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-04-11,126,176.14285714285714,1,0.021428571428571432,1,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-04-18,134,177.42857142857142,1,0.014285714285714287,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-04-25,127,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-05-02,125,176.14285714285714,1,0.02142857142857143,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-05-09,136,177.42857142857142,1,0.014285714285714287,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-05-16,125,174.85714285714286,1,0.028571428571428574,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-05-23,146,178.71428571428572,1,0.0071428571428571435,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-05-30,128,178.71428571428572,1,0.0071428571428571435,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-06-06,148,180.0,0,0.0,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-06-13,171,177.42857142857142,1,0.014285714285714287,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-06-20,139,173.57142857142858,1,0.03571428571428571,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-06-27,138,176.14285714285714,1,0.02142857142857143,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-07-04,135,173.57142857142858,1,0.03571428571428571,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-07-11,131,173.57142857142858,1,0.03571428571428571,0,0,110,10,500,0.2
S001,P003,Personal,Shampoo 200ml,2022-07-18,149,180.0,0,0.0,0,0,110,10,500,0.2
