date,store_id,item_id,product_name,category,qty_sold,price,on_promo,discount_pct,stock_on_hand,stockout_flag,unit_cost,pack_size,shelf_life_days,supplier_lead_time_days,ordering_cost,holding_cost_rate,holiday_flag,festival_flag,week_start
2022-01-23,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,569,0,180,5,365,7,500,0.2,0,0,2022-01-17
2022-01-24,S001,P001,Rice 5kg,Grocery,14,250.0,0,0.0,555,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-25,S001,P001,Rice 5kg,Grocery,14,250.0,0,0.0,541,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-26,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,518,0,180,5,365,7,500,0.2,1,0,2022-01-24
2022-01-27,S001,P001,Rice 5kg,Grocery,22,250.0,0,0.0,496,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-28,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,473,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-29,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,450,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-30,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,418,0,180,5,365,7,500,0.2,0,0,2022-01-24
2022-01-31,S001,P001,Rice 5kg,Grocery,15,250.0,0,0.0,403,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-01,S001,P001,Rice 5kg,Grocery,17,250.0,0,0.0,386,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-02,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,363,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-03,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,337,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-04,S001,P001,Rice 5kg,Grocery,14,250.0,0,0.0,323,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-05,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,293,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-06,S001,P001,Rice 5kg,Grocery,31,212.5,1,0.15,262,0,180,5,365,7,500,0.2,0,0,2022-01-31
2022-02-07,S001,P001,Rice 5kg,Grocery,16,250.0,0,0.0,246,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-08,S001,P001,Rice 5kg,Grocery,19,237.5,1,0.05,577,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-09,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,549,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-10,S001,P001,Rice 5kg,Grocery,19,250.0,0,0.0,530,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-11,S001,P001,Rice 5kg,Grocery,17,250.0,0,0.0,513,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-12,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,489,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-13,S001,P001,Rice 5kg,Grocery,39,200.0,1,0.2,450,0,180,5,365,7,500,0.2,0,0,2022-02-07
2022-02-14,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,427,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-15,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,406,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-16,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,378,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-17,S001,P001,Rice 5kg,Grocery,14,250.0,0,0.0,364,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-18,S001,P001,Rice 5kg,Grocery,23,225.0,1,0.1,341,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-19,S001,P001,Rice 5kg,Grocery,20,250.0,0,0.0,321,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-20,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,282,0,180,5,365,7,500,0.2,0,0,2022-02-14
2022-02-21,S001,P001,Rice 5kg,Grocery,18,250.0,0,0.0,264,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-22,S001,P001,Rice 5kg,Grocery,20,225.0,1,0.1,244,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-23,S001,P001,Rice 5kg,Grocery,19,250.0,0,0.0,575,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-24,S001,P001,Rice 5kg,Grocery,25,237.5,1,0.05,550,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-25,S001,P001,Rice 5kg,Grocery,20,237.5,1,0.05,530,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-26,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,506,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-27,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,482,0,180,5,365,7,500,0.2,0,0,2022-02-21
2022-02-28,S001,P001,Rice 5kg,Grocery,22,250.0,0,0.0,460,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-01,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,434,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-02,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,410,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-03,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,387,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-04,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,359,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-05,S001,P001,Rice 5kg,Grocery,34,237.5,1,0.05,325,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-06,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,295,0,180,5,365,7,500,0.2,0,0,2022-02-28
2022-03-07,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,274,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-08,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,248,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-09,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,566,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-10,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,545,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-11,S001,P001,Rice 5kg,Grocery,20,250.0,0,0.0,525,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-12,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,489,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-13,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,458,0,180,5,365,7,500,0.2,0,0,2022-03-07
2022-03-14,S001,P001,Rice 5kg,Grocery,23,237.5,1,0.05,435,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-15,S001,P001,Rice 5kg,Grocery,22,250.0,0,0.0,413,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-16,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,385,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-17,S001,P001,Rice 5kg,Grocery,16,250.0,0,0.0,369,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-18,S001,P001,Rice 5kg,Grocery,30,212.5,1,0.15,339,0,180,5,365,7,500,0.2,1,0,2022-03-14
2022-03-19,S001,P001,Rice 5kg,Grocery,36,237.5,1,0.05,303,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-20,S001,P001,Rice 5kg,Grocery,25,250.0,0,0.0,278,0,180,5,365,7,500,0.2,0,0,2022-03-14
2022-03-21,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,255,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-22,S001,P001,Rice 5kg,Grocery,20,250.0,0,0.0,235,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-23,S001,P001,Rice 5kg,Grocery,23,237.5,1,0.05,562,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-24,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,535,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-25,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,508,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-26,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,485,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-27,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,457,0,180,5,365,7,500,0.2,0,0,2022-03-21
2022-03-28,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,429,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-03-29,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,399,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-03-30,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,372,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-03-31,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,351,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-04-01,S001,P001,Rice 5kg,Grocery,22,250.0,0,0.0,329,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-04-02,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,293,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-04-03,S001,P001,Rice 5kg,Grocery,43,250.0,0,0.0,250,0,180,5,365,7,500,0.2,0,0,2022-03-28
2022-04-04,S001,P001,Rice 5kg,Grocery,19,250.0,0,0.0,231,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-05,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,549,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-06,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,528,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-07,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,492,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-08,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,464,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-09,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,437,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-10,S001,P001,Rice 5kg,Grocery,43,250.0,0,0.0,394,0,180,5,365,7,500,0.2,0,0,2022-04-04
2022-04-11,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,368,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-12,S001,P001,Rice 5kg,Grocery,25,250.0,0,0.0,343,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-13,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,311,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-14,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,284,0,180,5,365,7,500,0.2,1,0,2022-04-11
2022-04-15,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,252,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-16,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,563,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-17,S001,P001,Rice 5kg,Grocery,45,250.0,0,0.0,518,0,180,5,365,7,500,0.2,0,0,2022-04-11
2022-04-18,S001,P001,Rice 5kg,Grocery,18,225.0,1,0.1,500,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-19,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,472,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-20,S001,P001,Rice 5kg,Grocery,14,225.0,1,0.1,458,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-21,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,424,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-22,S001,P001,Rice 5kg,Grocery,21,250.0,0,0.0,403,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-23,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,361,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-24,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,322,0,180,5,365,7,500,0.2,0,0,2022-04-18
2022-04-25,S001,P001,Rice 5kg,Grocery,25,250.0,0,0.0,297,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-04-26,S001,P001,Rice 5kg,Grocery,29,250.0,0,0.0,268,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-04-27,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,234,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-04-28,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,556,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-04-29,S001,P001,Rice 5kg,Grocery,34,237.5,1,0.05,522,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-04-30,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,491,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-05-01,S001,P001,Rice 5kg,Grocery,33,250.0,0,0.0,458,0,180,5,365,7,500,0.2,0,0,2022-04-25
2022-05-02,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,430,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-03,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,404,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-04,S001,P001,Rice 5kg,Grocery,36,212.5,1,0.15,368,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-05,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,340,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-06,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,313,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-07,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,289,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-08,S001,P001,Rice 5kg,Grocery,50,212.5,1,0.15,239,0,180,5,365,7,500,0.2,0,0,2022-05-02
2022-05-09,S001,P001,Rice 5kg,Grocery,18,250.0,0,0.0,571,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-10,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,541,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-11,S001,P001,Rice 5kg,Grocery,32,225.0,1,0.1,509,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-12,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,477,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-13,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,449,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-14,S001,P001,Rice 5kg,Grocery,40,250.0,0,0.0,409,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-15,S001,P001,Rice 5kg,Grocery,43,250.0,0,0.0,366,0,180,5,365,7,500,0.2,0,0,2022-05-09
2022-05-16,S001,P001,Rice 5kg,Grocery,17,250.0,0,0.0,349,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-17,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,307,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-18,S001,P001,Rice 5kg,Grocery,29,250.0,0,0.0,278,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-19,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,248,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-20,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,556,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-21,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,522,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-22,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,491,0,180,5,365,7,500,0.2,0,0,2022-05-16
2022-05-23,S001,P001,Rice 5kg,Grocery,18,250.0,0,0.0,473,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-24,S001,P001,Rice 5kg,Grocery,30,237.5,1,0.05,443,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-25,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,415,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-26,S001,P001,Rice 5kg,Grocery,35,250.0,0,0.0,380,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-27,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,341,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-28,S001,P001,Rice 5kg,Grocery,47,250.0,0,0.0,294,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-29,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,260,0,180,5,365,7,500,0.2,0,0,2022-05-23
2022-05-30,S001,P001,Rice 5kg,Grocery,30,212.5,1,0.15,230,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-05-31,S001,P001,Rice 5kg,Grocery,29,250.0,0,0.0,551,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-01,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,512,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-02,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,476,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-03,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,444,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-04,S001,P001,Rice 5kg,Grocery,38,250.0,0,0.0,406,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-05,S001,P001,Rice 5kg,Grocery,40,250.0,0,0.0,366,0,180,5,365,7,500,0.2,0,0,2022-05-30
2022-06-06,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,330,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-07,S001,P001,Rice 5kg,Grocery,45,250.0,0,0.0,285,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-08,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,251,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-09,S001,P001,Rice 5kg,Grocery,29,250.0,0,0.0,572,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-10,S001,P001,Rice 5kg,Grocery,41,225.0,1,0.1,531,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-11,S001,P001,Rice 5kg,Grocery,48,250.0,0,0.0,483,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-12,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,441,0,180,5,365,7,500,0.2,0,0,2022-06-06
2022-06-13,S001,P001,Rice 5kg,Grocery,28,250.0,0,0.0,413,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-14,S001,P001,Rice 5kg,Grocery,41,250.0,0,0.0,372,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-15,S001,P001,Rice 5kg,Grocery,25,250.0,0,0.0,347,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-16,S001,P001,Rice 5kg,Grocery,37,250.0,0,0.0,310,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-17,S001,P001,Rice 5kg,Grocery,24,250.0,0,0.0,286,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-18,S001,P001,Rice 5kg,Grocery,55,212.5,1,0.15,231,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-19,S001,P001,Rice 5kg,Grocery,42,237.5,1,0.05,539,0,180,5,365,7,500,0.2,0,0,2022-06-13
2022-06-20,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,507,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-21,S001,P001,Rice 5kg,Grocery,23,250.0,0,0.0,484,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-22,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,450,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-23,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,408,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-24,S001,P001,Rice 5kg,Grocery,33,250.0,0,0.0,375,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-25,S001,P001,Rice 5kg,Grocery,42,250.0,0,0.0,333,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-26,S001,P001,Rice 5kg,Grocery,34,250.0,0,0.0,299,0,180,5,365,7,500,0.2,0,0,2022-06-20
2022-06-27,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,269,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-06-28,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,238,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-06-29,S001,P001,Rice 5kg,Grocery,28,212.5,1,0.15,560,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-06-30,S001,P001,Rice 5kg,Grocery,35,250.0,0,0.0,525,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-07-01,S001,P001,Rice 5kg,Grocery,32,250.0,0,0.0,493,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-07-02,S001,P001,Rice 5kg,Grocery,44,250.0,0,0.0,449,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-07-03,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,422,0,180,5,365,7,500,0.2,0,0,2022-06-27
2022-07-04,S001,P001,Rice 5kg,Grocery,27,250.0,0,0.0,395,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-05,S001,P001,Rice 5kg,Grocery,29,250.0,0,0.0,366,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-06,S001,P001,Rice 5kg,Grocery,34,225.0,1,0.1,332,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-07,S001,P001,Rice 5kg,Grocery,33,250.0,0,0.0,299,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-08,S001,P001,Rice 5kg,Grocery,39,250.0,0,0.0,260,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-09,S001,P001,Rice 5kg,Grocery,47,250.0,0,0.0,563,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-10,S001,P001,Rice 5kg,Grocery,41,250.0,0,0.0,522,0,180,5,365,7,500,0.2,0,0,2022-07-04
2022-07-11,S001,P001,Rice 5kg,Grocery,35,250.0,0,0.0,487,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-12,S001,P001,Rice 5kg,Grocery,26,250.0,0,0.0,461,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-13,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,430,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-14,S001,P001,Rice 5kg,Grocery,46,212.5,1,0.15,384,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-15,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,353,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-16,S001,P001,Rice 5kg,Grocery,50,250.0,0,0.0,303,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-17,S001,P001,Rice 5kg,Grocery,50,225.0,1,0.1,253,0,180,5,365,7,500,0.2,0,0,2022-07-11
2022-07-18,S001,P001,Rice 5kg,Grocery,31,250.0,0,0.0,572,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-19,S001,P001,Rice 5kg,Grocery,30,250.0,0,0.0,542,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-20,S001,P001,Rice 5kg,Grocery,36,250.0,0,0.0,506,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-21,S001,P001,Rice 5kg,Grocery,38,250.0,0,0.0,468,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-22,S001,P001,Rice 5kg,Grocery,40,250.0,0,0.0,428,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-23,S001,P001,Rice 5kg,Grocery,44,250.0,0,0.0,384,0,180,5,365,7,500,0.2,0,0,2022-07-18
2022-07-24,S001,P001,Rice 5kg,Grocery,40,250.0,0,0.0,344,0,180,5,365,7,500,0.2,0,0,2022-07-18
